orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipperid,freight,productid,unitprice,quantity,discount,companyname,contactname,contacttitle,customercity,customercountry,employeename,title,employeecity,employeecountry,reportsto,categoryid,categoryname,description,productname,quantityperunit,productunitprice,discontinued,shippercompany
10935,WELLI,4,3/9/2015,4/6/2015,3/18/2015,3,47.59,1,18,21,0,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Margaret Peacock,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Chai,10 boxes x 20 bags,18,0,Federal Shipping
10935,WELLI,4,3/9/2015,4/6/2015,3/18/2015,3,47.59,18,62.5,4,0.25,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Margaret Peacock,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Carnarvon Tigers,16 kg pkg.,62.5,0,Federal Shipping
10935,WELLI,4,3/9/2015,4/6/2015,3/18/2015,3,47.59,23,9,8,0.25,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Margaret Peacock,Sales Representative,New York,USA,8,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",TunnbrÃ¶d,12 - 250 g pkgs.,9,0,Federal Shipping
10936,GREAL,3,3/9/2015,4/6/2015,3/18/2015,2,33.68,36,19,30,0.2,Great Lakes Food Market,Howard Snyder,Marketing Manager,Eugene,USA,Janet Leverling,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Inlagd Sill,24 - 250 g  jars,19,0,United Package
10937,CACTU,7,3/10/2015,3/24/2015,3/13/2015,3,31.51,28,45.6,8,0,Cactus Comidas para llevar,Patricio Simpson,Sales Agent,Buenos Aires,Argentina,Robert King,Sales Representative,London,UK,5,7,Produce,Dried fruit and bean curd,RÃ¶ssle Sauerkraut,25 - 825 g cans,45.6,1,Federal Shipping
10937,CACTU,7,3/10/2015,3/24/2015,3/13/2015,3,31.51,34,14,20,0,Cactus Comidas para llevar,Patricio Simpson,Sales Agent,Buenos Aires,Argentina,Robert King,Sales Representative,London,UK,5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Sasquatch Ale,24 - 12 oz bottles,14,0,Federal Shipping
10938,QUICK,3,3/10/2015,4/7/2015,3/16/2015,2,31.89,13,6,20,0.25,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Janet Leverling,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Konbu,2 kg box,6,0,United Package
10938,QUICK,3,3/10/2015,4/7/2015,3/16/2015,2,31.89,43,46,24,0.25,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Janet Leverling,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Ipoh Coffee,16 - 500 g tins,46,0,United Package
10938,QUICK,3,3/10/2015,4/7/2015,3/16/2015,2,31.89,60,34,49,0.25,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Janet Leverling,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Camembert Pierrot,15 - 300 g rounds,34,0,United Package
10938,QUICK,3,3/10/2015,4/7/2015,3/16/2015,2,31.89,71,21.5,35,0.25,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Janet Leverling,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Flotemysost,10 - 500 g pkgs.,21.5,0,United Package
10939,MAGAA,2,3/10/2015,4/7/2015,3/13/2015,2,76.33,2,19,10,0.15,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Andrew Fuller,Vice President Sales,New York,USA,NULL,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Chang,24 - 12 oz bottles,19,0,United Package
10939,MAGAA,2,3/10/2015,4/7/2015,3/13/2015,2,76.33,67,14,40,0.15,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Andrew Fuller,Vice President Sales,New York,USA,NULL,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Laughing Lumberjack Lager,24 - 12 oz bottles,14,0,United Package
10940,BONAP,8,3/11/2015,4/8/2015,3/23/2015,3,19.77,7,30,8,0,Bon app',Laurence Lebihan,Owner,Marseille,France,Laura Callahan,Sales Manager,New York,USA,2,7,Produce,Dried fruit and bean curd,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,30,0,Federal Shipping
10940,BONAP,8,3/11/2015,4/8/2015,3/23/2015,3,19.77,13,6,20,0,Bon app',Laurence Lebihan,Owner,Marseille,France,Laura Callahan,Sales Manager,New York,USA,2,8,Seafood,Seaweed and fish,Konbu,2 kg box,6,0,Federal Shipping
10941,SAVEA,7,3/11/2015,4/8/2015,3/20/2015,2,400.81,31,12.5,44,0.25,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Robert King,Sales Representative,London,UK,5,4,Dairy Products,Cheeses,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,United Package
10941,SAVEA,7,3/11/2015,4/8/2015,3/20/2015,2,400.81,62,49.3,30,0.25,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Robert King,Sales Representative,London,UK,5,3,Confections,"Desserts, candies, and sweet breads",Tarte au sucre,48 pies,49.3,0,United Package
10941,SAVEA,7,3/11/2015,4/8/2015,3/20/2015,2,400.81,68,12.5,80,0.25,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Robert King,Sales Representative,London,UK,5,3,Confections,"Desserts, candies, and sweet breads",Scottish Longbreads,10 boxes x 8 pieces,12.5,0,United Package
10941,SAVEA,7,3/11/2015,4/8/2015,3/20/2015,2,400.81,72,34.8,50,0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Robert King,Sales Representative,London,UK,5,4,Dairy Products,Cheeses,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,United Package
10942,REGGC,9,3/11/2015,4/8/2015,3/18/2015,3,17.95,49,20,28,0,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Anne Dodsworth,Sales Representative,London,UK,5,3,Confections,"Desserts, candies, and sweet breads",Maxilaku,24 - 50 g pkgs.,20,0,Federal Shipping
10943,BSBEV,4,3/11/2015,4/8/2015,3/19/2015,2,2.17,13,6,15,0,B's Beverages,Victoria Ashworth,Sales Representative,London,UK,Margaret Peacock,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Konbu,2 kg box,6,0,United Package
10943,BSBEV,4,3/11/2015,4/8/2015,3/19/2015,2,2.17,22,21,21,0,B's Beverages,Victoria Ashworth,Sales Representative,London,UK,Margaret Peacock,Sales Representative,New York,USA,8,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Gustaf's KnackebrÃ¶d,24 - 500 g pkgs.,21,0,United Package
10943,BSBEV,4,3/11/2015,4/8/2015,3/19/2015,2,2.17,46,12,15,0,B's Beverages,Victoria Ashworth,Sales Representative,London,UK,Margaret Peacock,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Spegesild,4 - 450 g glasses,12,0,United Package
10944,BOTTM,6,3/12/2015,3/26/2015,3/13/2015,3,52.92,11,21,5,0.25,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Michael Suyama,Sales Representative,London,UK,5,4,Dairy Products,Cheeses,Queso Cabrales,1 kg pkg.,21,0,Federal Shipping
10944,BOTTM,6,3/12/2015,3/26/2015,3/13/2015,3,52.92,44,19.45,18,0.25,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Michael Suyama,Sales Representative,London,UK,5,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Gula Malacca,20 - 2 kg bags,19.45,0,Federal Shipping
10944,BOTTM,6,3/12/2015,3/26/2015,3/13/2015,3,52.92,56,38,18,0,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Michael Suyama,Sales Representative,London,UK,5,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Gnocchi di nonna Alice,24 - 250 g pkgs.,38,0,Federal Shipping
10945,MORGK,4,3/12/2015,4/9/2015,3/18/2015,1,10.22,13,6,20,0,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,Leipzig,Germany,Margaret Peacock,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Konbu,2 kg box,6,0,Speedy Express
10945,MORGK,4,3/12/2015,4/9/2015,3/18/2015,1,10.22,31,12.5,10,0,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,Leipzig,Germany,Margaret Peacock,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,Speedy Express
10946,VAFFE,1,3/12/2015,4/9/2015,3/19/2015,2,27.2,10,31,25,0,Vaffeljernet,Palle Ibsen,Sales Manager,Ã…rhus,Denmark,Nancy Davolio,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Ikura,12 - 200 ml jars,31,0,United Package
10946,VAFFE,1,3/12/2015,4/9/2015,3/19/2015,2,27.2,24,4.5,25,0,Vaffeljernet,Palle Ibsen,Sales Manager,Ã…rhus,Denmark,Nancy Davolio,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Guarana Fantastica,12 - 355 ml cans,4.5,1,United Package
10946,VAFFE,1,3/12/2015,4/9/2015,3/19/2015,2,27.2,77,13,40,0,Vaffeljernet,Palle Ibsen,Sales Manager,Ã…rhus,Denmark,Nancy Davolio,Sales Representative,New York,USA,8,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Original Frankfurter GrÃ¼ne SoÃŸe,12 boxes,13,0,United Package
10947,BSBEV,3,3/13/2015,4/10/2015,3/16/2015,2,3.26,59,55,4,0,B's Beverages,Victoria Ashworth,Sales Representative,London,UK,Janet Leverling,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Raclette Courdavault,5 kg pkg.,55,0,United Package
10948,GODOS,3,3/13/2015,4/10/2015,3/19/2015,3,23.39,50,16.25,9,0,Godos Cocina TÃ­pica,JosÃ© Pedro Freyre,Sales Manager,Sevilla,Spain,Janet Leverling,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Valkoinen suklaa,12 - 100 g bars,16.25,0,Federal Shipping
10948,GODOS,3,3/13/2015,4/10/2015,3/19/2015,3,23.39,51,53,40,0,Godos Cocina TÃ­pica,JosÃ© Pedro Freyre,Sales Manager,Sevilla,Spain,Janet Leverling,Sales Representative,New York,USA,8,7,Produce,Dried fruit and bean curd,Manjimup Dried Apples,50 - 300 g pkgs.,53,0,Federal Shipping
10948,GODOS,3,3/13/2015,4/10/2015,3/19/2015,3,23.39,55,24,4,0,Godos Cocina TÃ­pica,JosÃ© Pedro Freyre,Sales Manager,Sevilla,Spain,Janet Leverling,Sales Representative,New York,USA,8,6,Meat & Poultry,Prepared meats,PÃ¢tÃ© chinois,24 boxes x 2 pies,24,0,Federal Shipping
10949,BOTTM,2,3/13/2015,4/10/2015,3/17/2015,3,74.44,6,25,12,0,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Andrew Fuller,Vice President Sales,New York,USA,NULL,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Grandma's Boysenberry Spread,12 - 8 oz jars,25,0,Federal Shipping
10949,BOTTM,2,3/13/2015,4/10/2015,3/17/2015,3,74.44,10,31,30,0,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Andrew Fuller,Vice President Sales,New York,USA,NULL,8,Seafood,Seaweed and fish,Ikura,12 - 200 ml jars,31,0,Federal Shipping
10949,BOTTM,2,3/13/2015,4/10/2015,3/17/2015,3,74.44,17,39,6,0,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Andrew Fuller,Vice President Sales,New York,USA,NULL,6,Meat & Poultry,Prepared meats,Alice Mutton,20 - 1 kg tins,39,1,Federal Shipping
10949,BOTTM,2,3/13/2015,4/10/2015,3/17/2015,3,74.44,62,49.3,60,0,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Andrew Fuller,Vice President Sales,New York,USA,NULL,3,Confections,"Desserts, candies, and sweet breads",Tarte au sucre,48 pies,49.3,0,Federal Shipping
10950,MAGAA,1,3/16/2015,4/13/2015,3/23/2015,2,2.5,4,22,5,0,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Nancy Davolio,Sales Representative,New York,USA,8,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Chef Anton's Cajun Seasoning,48 - 6 oz jars,22,0,United Package
10951,RICSU,9,3/16/2015,4/27/2015,4/7/2015,2,30.85,33,2.5,15,0.05,Richter Supermarkt,Michael Holz,Sales Manager,GenÃ¨ve,Switzerland,Anne Dodsworth,Sales Representative,London,UK,5,4,Dairy Products,Cheeses,Geitost,500 g,2.5,0,United Package
10951,RICSU,9,3/16/2015,4/27/2015,4/7/2015,2,30.85,41,9.65,6,0.05,Richter Supermarkt,Michael Holz,Sales Manager,GenÃ¨ve,Switzerland,Anne Dodsworth,Sales Representative,London,UK,5,8,Seafood,Seaweed and fish,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,United Package
10951,RICSU,9,3/16/2015,4/27/2015,4/7/2015,2,30.85,75,7.75,50,0.05,Richter Supermarkt,Michael Holz,Sales Manager,GenÃ¨ve,Switzerland,Anne Dodsworth,Sales Representative,London,UK,5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",RhÃ¶nbrÃ¤u Klosterbier,24 - 0.5 l bottles,7.75,0,United Package
10952,ALFKI,1,3/16/2015,4/27/2015,3/24/2015,1,40.42,6,25,16,0.05,Alfreds Futterkiste,Maria Anders,Sales Representative,Berlin,Germany,Nancy Davolio,Sales Representative,New York,USA,8,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Grandma's Boysenberry Spread,12 - 8 oz jars,25,0,Speedy Express
10952,ALFKI,1,3/16/2015,4/27/2015,3/24/2015,1,40.42,28,45.6,2,0,Alfreds Futterkiste,Maria Anders,Sales Representative,Berlin,Germany,Nancy Davolio,Sales Representative,New York,USA,8,7,Produce,Dried fruit and bean curd,RÃ¶ssle Sauerkraut,25 - 825 g cans,45.6,1,Speedy Express
10953,AROUT,9,3/16/2015,3/30/2015,3/25/2015,2,23.72,20,81,50,0.05,Around the Horn,Thomas Hardy,Sales Representative,London,UK,Anne Dodsworth,Sales Representative,London,UK,5,3,Confections,"Desserts, candies, and sweet breads",Sir Rodney's Marmalade,30 gift boxes,81,0,United Package
10953,AROUT,9,3/16/2015,3/30/2015,3/25/2015,2,23.72,31,12.5,50,0.05,Around the Horn,Thomas Hardy,Sales Representative,London,UK,Anne Dodsworth,Sales Representative,London,UK,5,4,Dairy Products,Cheeses,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,United Package
10954,LINOD,5,3/17/2015,4/28/2015,3/20/2015,1,27.91,16,17.45,28,0.15,LINO-Delicateses,Felipe Izquierdo,Owner,I. de Margarita,Venezuela,Steven Buchanan,Sales Manager,London,UK,2,3,Confections,"Desserts, candies, and sweet breads",Pavlova,32 - 500 g boxes,17.45,0,Speedy Express
10954,LINOD,5,3/17/2015,4/28/2015,3/20/2015,1,27.91,31,12.5,25,0.15,LINO-Delicateses,Felipe Izquierdo,Owner,I. de Margarita,Venezuela,Steven Buchanan,Sales Manager,London,UK,2,4,Dairy Products,Cheeses,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,Speedy Express
10954,LINOD,5,3/17/2015,4/28/2015,3/20/2015,1,27.91,45,9.5,30,0,LINO-Delicateses,Felipe Izquierdo,Owner,I. de Margarita,Venezuela,Steven Buchanan,Sales Manager,London,UK,2,8,Seafood,Seaweed and fish,Rogede sild,1k pkg.,9.5,0,Speedy Express
10954,LINOD,5,3/17/2015,4/28/2015,3/20/2015,1,27.91,60,34,24,0.15,LINO-Delicateses,Felipe Izquierdo,Owner,I. de Margarita,Venezuela,Steven Buchanan,Sales Manager,London,UK,2,4,Dairy Products,Cheeses,Camembert Pierrot,15 - 300 g rounds,34,0,Speedy Express
10955,FOLKO,8,3/17/2015,4/14/2015,3/20/2015,2,3.26,75,7.75,12,0.2,Folk och fÃ¤ HB,Maria Larsson,Owner,BrÃ¤cke,Sweden,Laura Callahan,Sales Manager,New York,USA,2,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",RhÃ¶nbrÃ¤u Klosterbier,24 - 0.5 l bottles,7.75,0,United Package
10956,BLAUS,6,3/17/2015,4/28/2015,3/20/2015,2,44.65,21,10,12,0,Blauer See Delikatessen,Hanna Moos,Sales Representative,Mannheim,Germany,Michael Suyama,Sales Representative,London,UK,5,3,Confections,"Desserts, candies, and sweet breads",Sir Rodney's Scones,24 pkgs. x 4 pieces,10,0,United Package
10956,BLAUS,6,3/17/2015,4/28/2015,3/20/2015,2,44.65,47,9.5,14,0,Blauer See Delikatessen,Hanna Moos,Sales Representative,Mannheim,Germany,Michael Suyama,Sales Representative,London,UK,5,3,Confections,"Desserts, candies, and sweet breads",Zaanse koeken,10 - 4 oz boxes,9.5,0,United Package
10956,BLAUS,6,3/17/2015,4/28/2015,3/20/2015,2,44.65,51,53,8,0,Blauer See Delikatessen,Hanna Moos,Sales Representative,Mannheim,Germany,Michael Suyama,Sales Representative,London,UK,5,7,Produce,Dried fruit and bean curd,Manjimup Dried Apples,50 - 300 g pkgs.,53,0,United Package
10957,HILAA,8,3/18/2015,4/15/2015,3/27/2015,3,105.36,30,25.89,30,0,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,San CristÃ³bal,Venezuela,Laura Callahan,Sales Manager,New York,USA,2,8,Seafood,Seaweed and fish,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,0,Federal Shipping
10957,HILAA,8,3/18/2015,4/15/2015,3/27/2015,3,105.36,35,18,40,0,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,San CristÃ³bal,Venezuela,Laura Callahan,Sales Manager,New York,USA,2,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Steeleye Stout,24 - 12 oz bottles,18,0,Federal Shipping
10957,HILAA,8,3/18/2015,4/15/2015,3/27/2015,3,105.36,64,33.25,8,0,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,San CristÃ³bal,Venezuela,Laura Callahan,Sales Manager,New York,USA,2,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Wimmers gute SemmelknÃ¶del,20 bags x 4 pieces,33.25,0,Federal Shipping
10958,OCEAN,7,3/18/2015,4/15/2015,3/27/2015,2,49.56,5,21.35,20,0,OcÃ©ano AtlÃ¡ntico Ltda.,Yvonne Moncada,Sales Agent,Buenos Aires,Argentina,Robert King,Sales Representative,London,UK,5,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Chef Anton's Gumbo Mix,36 boxes,21.35,1,United Package
10958,OCEAN,7,3/18/2015,4/15/2015,3/27/2015,2,49.56,7,30,6,0,OcÃ©ano AtlÃ¡ntico Ltda.,Yvonne Moncada,Sales Agent,Buenos Aires,Argentina,Robert King,Sales Representative,London,UK,5,7,Produce,Dried fruit and bean curd,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,30,0,United Package
10958,OCEAN,7,3/18/2015,4/15/2015,3/27/2015,2,49.56,72,34.8,5,0,OcÃ©ano AtlÃ¡ntico Ltda.,Yvonne Moncada,Sales Agent,Buenos Aires,Argentina,Robert King,Sales Representative,London,UK,5,4,Dairy Products,Cheeses,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,United Package
10959,GOURL,6,3/18/2015,4/29/2015,3/23/2015,2,4.98,75,7.75,20,0.15,Gourmet Lanchonetes,AndrÃ© Fonseca,Sales Associate,Campinas,Brazil,Michael Suyama,Sales Representative,London,UK,5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",RhÃ¶nbrÃ¤u Klosterbier,24 - 0.5 l bottles,7.75,0,United Package
10960,HILAA,3,3/19/2015,4/2/2015,4/8/2015,1,2.08,24,4.5,10,0.25,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,San CristÃ³bal,Venezuela,Janet Leverling,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Guarana Fantastica,12 - 355 ml cans,4.5,1,Speedy Express
10960,HILAA,3,3/19/2015,4/2/2015,4/8/2015,1,2.08,41,9.65,24,0,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,San CristÃ³bal,Venezuela,Janet Leverling,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,Speedy Express
10961,QUEEN,8,3/19/2015,4/16/2015,3/30/2015,1,104.47,52,7,6,0.05,Queen Cozinha,LÃºcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,Laura Callahan,Sales Manager,New York,USA,2,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Filo Mix,16 - 2 kg boxes,7,0,Speedy Express
10961,QUEEN,8,3/19/2015,4/16/2015,3/30/2015,1,104.47,76,18,60,0,Queen Cozinha,LÃºcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,Laura Callahan,Sales Manager,New York,USA,2,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",LakkalikÃ¶ri,500 ml,18,0,Speedy Express
10962,QUICK,8,3/19/2015,4/16/2015,3/23/2015,2,275.79,7,30,45,0,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Laura Callahan,Sales Manager,New York,USA,2,7,Produce,Dried fruit and bean curd,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,30,0,United Package
10962,QUICK,8,3/19/2015,4/16/2015,3/23/2015,2,275.79,13,6,77,0,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Laura Callahan,Sales Manager,New York,USA,2,8,Seafood,Seaweed and fish,Konbu,2 kg box,6,0,United Package
10962,QUICK,8,3/19/2015,4/16/2015,3/23/2015,2,275.79,53,32.8,20,0,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Laura Callahan,Sales Manager,New York,USA,2,6,Meat & Poultry,Prepared meats,Perth Pasties,48 pieces,32.8,1,United Package
10962,QUICK,8,3/19/2015,4/16/2015,3/23/2015,2,275.79,69,36,9,0,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Laura Callahan,Sales Manager,New York,USA,2,4,Dairy Products,Cheeses,Gudbrandsdalsost,10 kg pkg.,36,0,United Package
10962,QUICK,8,3/19/2015,4/16/2015,3/23/2015,2,275.79,76,18,44,0,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Laura Callahan,Sales Manager,New York,USA,2,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",LakkalikÃ¶ri,500 ml,18,0,United Package
10963,FURIB,9,3/19/2015,4/16/2015,3/26/2015,3,2.7,60,34,2,0.15,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Lisboa,Portugal,Anne Dodsworth,Sales Representative,London,UK,5,4,Dairy Products,Cheeses,Camembert Pierrot,15 - 300 g rounds,34,0,Federal Shipping
10964,SPECD,3,3/20/2015,4/17/2015,3/24/2015,2,87.38,18,62.5,6,0,SpÃ©cialitÃ©s du monde,Dominique Perrier,Marketing Manager,Paris,France,Janet Leverling,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Carnarvon Tigers,16 kg pkg.,62.5,0,United Package
10964,SPECD,3,3/20/2015,4/17/2015,3/24/2015,2,87.38,38,263.5,5,0,SpÃ©cialitÃ©s du monde,Dominique Perrier,Marketing Manager,Paris,France,Janet Leverling,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",CÃ´te de Blaye,12 - 75 cl bottles,263.5,0,United Package
10964,SPECD,3,3/20/2015,4/17/2015,3/24/2015,2,87.38,69,36,10,0,SpÃ©cialitÃ©s du monde,Dominique Perrier,Marketing Manager,Paris,France,Janet Leverling,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Gudbrandsdalsost,10 kg pkg.,36,0,United Package
10965,OLDWO,6,3/20/2015,4/17/2015,3/30/2015,3,144.38,51,53,16,0,Old World Delicatessen,Rene Phillips,Sales Representative,Anchorage,USA,Michael Suyama,Sales Representative,London,UK,5,7,Produce,Dried fruit and bean curd,Manjimup Dried Apples,50 - 300 g pkgs.,53,0,Federal Shipping
10966,CHOPS,4,3/20/2015,4/17/2015,4/8/2015,1,27.19,37,26,8,0,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,Margaret Peacock,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Gravad lax,12 - 500 g pkgs.,26,0,Speedy Express
10966,CHOPS,4,3/20/2015,4/17/2015,4/8/2015,1,27.19,56,38,12,0.15,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,Margaret Peacock,Sales Representative,New York,USA,8,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Gnocchi di nonna Alice,24 - 250 g pkgs.,38,0,Speedy Express
10966,CHOPS,4,3/20/2015,4/17/2015,4/8/2015,1,27.19,62,49.3,12,0.15,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,Margaret Peacock,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Tarte au sucre,48 pies,49.3,0,Speedy Express
10967,TOMSP,2,3/23/2015,4/20/2015,4/2/2015,2,62.22,19,9.2,12,0,Toms SpezialitÃ¤ten,Karin Josephs,Marketing Manager,MÃ¼nster,Germany,Andrew Fuller,Vice President Sales,New York,USA,NULL,3,Confections,"Desserts, candies, and sweet breads",Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,0,United Package
10967,TOMSP,2,3/23/2015,4/20/2015,4/2/2015,2,62.22,49,20,40,0,Toms SpezialitÃ¤ten,Karin Josephs,Marketing Manager,MÃ¼nster,Germany,Andrew Fuller,Vice President Sales,New York,USA,NULL,3,Confections,"Desserts, candies, and sweet breads",Maxilaku,24 - 50 g pkgs.,20,0,United Package
10968,ERNSH,1,3/23/2015,4/20/2015,4/1/2015,3,74.6,12,38,30,0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Nancy Davolio,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Queso Manchego La Pastora,10 - 500 g pkgs.,38,0,Federal Shipping
10968,ERNSH,1,3/23/2015,4/20/2015,4/1/2015,3,74.6,24,4.5,30,0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Nancy Davolio,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Guarana Fantastica,12 - 355 ml cans,4.5,1,Federal Shipping
10968,ERNSH,1,3/23/2015,4/20/2015,4/1/2015,3,74.6,64,33.25,4,0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Nancy Davolio,Sales Representative,New York,USA,8,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Wimmers gute SemmelknÃ¶del,20 bags x 4 pieces,33.25,0,Federal Shipping
10969,COMMI,1,3/23/2015,4/20/2015,3/30/2015,2,0.21,46,12,9,0,ComÃ©rcio Mineiro,Pedro Afonso,Sales Associate,Sao Paulo,Brazil,Nancy Davolio,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Spegesild,4 - 450 g glasses,12,0,United Package
